Title,Content,Rating,Date,Author
I have enjoyed using my RingConn ring,"I have enjoyed using my RingConn ring. I think it works well and the charging case is impressive. It seems pretty accurate too. It is comfortable to wear and seems to be holding up well so far. All in all, I think it is as good as the more expensive smart rings. For the price, I don't think you can beat it.",5,2024-04-12T03:22:02.000Z,
I love my ring,I love my ring. The constant updates are great. Seeing my sleep cycles and stress is monumental. I bought it for my my husband to watch his oxygen levels during sleep since he doesn't wear his c pap but has lost 30 pounds. It gives me peace of mind to see he's at 96 all night.,5,2024-04-12T03:09:37.000Z,
No one has responded to either of my…,No one has responded to either of my emails. I cannot use the ring and am beginning to believe it was a waste of money.,1,2024-04-12T02:37:17.000Z,
It give you information that you would normally not consider!,The ease of use and occasional charge made the Ring(con) almost impercitable to wear!,5,2024-04-12T02:16:53.000Z,
Love the ring not the customer service…,"Ive enjoyed the ring and the feedback it gives me. The only complaint I’ve ever had is the customer service. I’ve asked questions via email that have just never gotten answered.

ETA: I’ve worked in tech in some capacity almost my entire career. I know how to check my spam box. There’s nothing there either. This is the sort of thing I’m talking about. I get no answer and instead of an offer for help there’s more blaming me. It couldn’t be their fault. It must be mine. I didn’t check my spam folder, that must be where my response went? No. There was never a response.",4,2024-04-15T14:14:55.000Z,
They hear me!,"I asked this team for an exercise feature and they actually (began to) deliver! Hearing customer feature requests is a reflection on the company and their desire to support a long and positive relationship with you as a consumer. As such, I've already personally recommended Ringconn and will continue to. Thanks Feature support team!",5,2024-04-12T02:08:59.000Z,
While features and APP are good ring is…,"While features and APP are good ring is slightly thicker than either my wife or I like. Also the ring started with a 1 weel battery life, I now have to charge twice a week.",4,2024-04-12T02:07:59.000Z,
The ring is much easier to track my…,The ring is much easier to track my health than the Apple Watch.,5,2024-04-12T02:00:56.000Z,
The Ring is okay,Ring is okay. Nothing a smart watch can't do. And a smart watch can do lots more.,3,2024-04-12T01:50:55.000Z,
Outstanding device!!,"Date of experience: April 11, 2024",5,2024-04-12T01:33:50.000Z,
Good smart ring,"It took a long time to receive the ring after it was ordered and the shipping time was long. The ring itself is very good. The durability of the battery is good, it lasts 6 days. The functions (sleep, stress) are good, but I find the activity measure is over-stated as compared to my cell phone health app.",4,2024-04-12T01:32:08.000Z,
I really enjoy getting all of my health…,I really enjoy getting all of my health information and my progress all in my step.,5,2024-04-12T01:31:12.000Z,
"Wow, excellent product by u gys! Thanks!","wow, 7-day battery life!! even the yet-to-come samsung galaxy ring is supposedly only has 2 days...hahaha LOL, you guys were the RIGHT company, at the right time!! kudos to MaxTech for profiling your product on one of their vids, a few months ago! i am extremely happy w this product! Thank you, RingConn!!",5,2024-04-12T01:24:14.000Z,
I was comparing with my existing Oura…,I was comparing with my existing Oura ring. I decided to stick with Oura. I found Ringconn to be lacking in features plus the sleep tracking was inconsistent.,3,2024-04-12T01:24:03.000Z,
Sleep tracking and stress monitoring…,Sleep tracking and stress monitoring are the best functions. It keeps me honest as a shift worker constantly switching sleep times,5,2024-04-12T01:21:44.000Z,
I love this ring,"I love this ring! It is comfortable and seems to hold up well over time. It gives me all the information and stats I could possibly need. Customer service is great as I had issues with my first ring and they worked tirelessly to make it right, which they did.",5,2024-04-12T01:17:34.000Z,
I got the Ring for my spouse,I got the Ring for my spouse. And he told me that after the last software update he nologer gets notifications on when the Ring needs to be charged. The pulse ox is inaccurate. Becasue he has a medical one here and the request we got the Ring was so that way it can Bluetooth to his CPAP. Which it does not. And that's on the CPAP side but the inaccuracy is correct because he won't be able to breath and it's reading him at 95% but put theat home one on and he's at 88%. Maybe a software issue. Other than that everything else is ok. It logs sleep and heart rate excellent and accurate. Including when he takes a nap. Hopefully the next update can get these glitches fixed and a collaboration with all the CPAP machines with Bluetooth will a actually beable to use that function because this really is to monitor he o2 levels while he's sleeping or out and about.,4,2024-04-12T01:16:35.000Z,
Mostly info on sleep habits,"Mostly info on sleep habits, the app has been inaccurate but updates should help out",4,2024-04-12T01:15:51.000Z,
Best in class vital monitor.,The ring is compact and the app allows specific monitoring of vital health facts that help you improve your living experience. Sleep and stress monitoring head the vitals that help you live better and improve your health.,5,2024-04-12T01:00:00.000Z,
Did not give the info in an easy format…,"Did not give the info in an easy format
I like info from Oura better",2,2024-04-12T00:54:58.000Z,
,"The company is responsive when I email them or submit feedback via the app, usually responding within 3 business days. There are frequent updates as they roll out new features and/or fix bugs. The rinSee more",5,2025-06-16T16:25:05.000Z,
